12.8282 -0.0168603 -0.0694841 -0.0167129 -0.0696086 -0.0166633 -0.0695456 -0.0165925 -0.0695899 -0.0161369 -0.069885
13.3518 -0.0157706 -0.0672016 -0.0155613 -0.0674975 -0.0155782 -0.0673427 -0.0155432 -0.0674115 -0.0150834 -0.0676303
13.8754 -0.0146395 -0.0652375 -0.0146249 -0.0653543 -0.0145742 -0.0652399 -0.0145564 -0.0652943 -0.0141356 -0.0655454
14.399 -0.0137363 -0.0631274 -0.0136983 -0.0633951 -0.0136852 -0.0632909 -0.0136569 -0.0633477 -0.0132963 -0.0634837
14.9226 -0.0129578 -0.0613087 -0.0129551 -0.0615911 -0.0128002 -0.0613785 -0.0128354 -0.0614313 -0.0125098 -0.0615697
15.4462 -0.0121458 -0.0595972 -0.012092 -0.0597274 -0.0121383 -0.0596855 -0.0120616 -0.0596845 -0.0117406 -0.0598249
15.9698 -0.0115746 -0.0579752 -0.0113063 -0.0580076 -0.0114323 -0.057999 -0.0113412 -0.0580116 -0.0111441 -0.058156
16.4934 -0.0107712 -0.0562104 -0.0108063 -0.0564913 -0.0108012 -0.0563848 -0.010748 -0.0564091 -0.0105399 -0.0564567
17.017 -0.0102757 -0.0547572 -0.0101454 -0.0549847 -0.0102464 -0.0548032 -0.0101532 -0.0549282 -0.0099668 -0.0549725
17.5406 -0.00975401 -0.0532745 -0.00959732 -0.0534995 -0.00965719 -0.0534151 -0.00966748 -0.0534206 -0.00946857 -0.0534975
18.0642 -0.00925308 -0.0519972 -0.00910565 -0.0520793 -0.00911303 -0.0520924 -0.00900639 -0.0520041 -0.00897046 -0.0521176
18.5878 -0.00867763 -0.0505652 -0.00870207 -0.0509392 -0.00863029 -0.0507256 -0.00850326 -0.0507593 -0.00846273 -0.0507852
19.1114 -0.00838912 -0.049462 -0.00818649 -0.0496258 -0.00825677 -0.0494742 -0.00821028 -0.0494905 -0.0081496 -0.0496088
19.635 -0.00790876 -0.048237 -0.00792659 -0.0483949 -0.00789574 -0.0483956 -0.00786827 -0.0483494 -0.00776145 -0.0483429
20.1586 -0.00756811 -0.0471064 -0.00734247 -0.0471802 -0.0074897 -0.0471597 -0.00742473 -0.0471431 -0.00731949 -0.047167
20.6822 -0.0071273 -0.045936 -0.00705919 -0.0461352 -0.00715693 -0.0461066 -0.00708312 -0.0461323 -0.00702034 -0.0460724
21.2058 -0.00691516 -0.0449593 -0.00671503 -0.0450401 -0.00677059 -0.0450809 -0.00674575 -0.0450644 -0.0066988 -0.045025
21.7293 -0.00651118 -0.0440851 -0.00650992 -0.044037 -0.00648853 -0.0440911 -0.006428 -0.0440731 -0.00639888 -0.0441327
22.2529 -0.00628594 -0.0430398 -0.00621149 -0.0431732 -0.00616338 -0.0430935 -0.00616671 -0.043078 -0.00616649 -0.0431306
22.7765 -0.00600776 -0.042218 -0.00588765 -0.0421878 -0.00599504 -0.0421838 -0.00596851 -0.0421282 -0.00587079 -0.0422318
23.3001 -0.0057507 -0.0412429 -0.00574804 -0.0413485 -0.00567389 -0.0412961 -0.00556586 -0.041291 -0.00561652 -0.041337
23.8237 -0.00542053 -0.0404249 -0.00551558 -0.0403931 -0.00551328 -0.040491 -0.00543024 -0.0404442 -0.00537502 -0.0404671
24.3473 -0.00521649 -0.0396638 -0.00530121 -0.0397466 -0.00515209 -0.039666 -0.00521568 -0.0396765 -0.00508501 -0.0396788
24.8709 -0.00511593 -0.0388865 -0.0049903 -0.0389061 -0.00502438 -0.0389009 -0.00500865 -0.0389045 -0.00499508 -0.0389373
25.3945 -0.00496684 -0.0379851 -0.00482167 -0.0383081 -0.00483031 -0.0380975 -0.00482107 -0.0381414 -0.00482778 -0.038099
25.9181 -0.00479816 -0.0373877 -0.00456457 -0.0374026 -0.00469233 -0.0374598 -0.00467589 -0.0374552 -0.00464174 -0.0374157
26.4417 -0.00458509 -0.0366094 -0.00444695 -0.0367594 -0.00443094 -0.0367523 -0.0044834 -0.0367303 -0.00447954 -0.0366438
26.9653 -0.00445051 -0.035967 -0.00418861 -0.0361258 -0.00426986 -0.0361022 -0.00429173 -0.0360539 -0.00424674 -0.0360186
27.4889 -0.00429515 -0.0353184 -0.00406128 -0.0354663 -0.00418923 -0.0354083 -0.00414192 -0.0353684 -0.00415638 -0.035348
28.0125 -0.00411146 -0.0348353 -0.00385692 -0.0347433 -0.00404339 -0.0347858 -0.00401143 -0.0347467 -0.00394652 -0.0347335
28.5361 -0.00391289 -0.03418 -0.00384002 -0.0341925 -0.00386657 -0.034133 -0.0038062 -0.0340364 -0.00385071 -0.0341717
29.0597 -0.00378592 -0.0336449 -0.00364329 -0.0335392 -0.00379314 -0.0335505 -0.00369566 -0.0336123 -0.00370469 -0.0335683
29.5833 -0.00365744 -0.0329196 -0.00353434 -0.0331129 -0.0036207 -0.0330575 -0.00356113 -0.0329689 -0.00356735 -0.0329931
30.1069 -0.00353796 -0.0324342 -0.00343182 -0.0324986 -0.00356438 -0.0324975 -0.00350744 -0.0325052 -0.00342615 -0.0324239
30.6305 -0.00339267 -0.0319225 -0.00337523 -0.0318633 -0.00339672 -0.0319181 -0.00333215 -0.0319854 -0.00338296 -0.0318782
31.1541 -0.003358 -0.03143 -0.00321785 -0.0313564 -0.0033061 -0.0313996 -0.00328476 -0.0314323 -0.00323181 -0.0313523
31.6777 -0.00332205 -0.0309837 -0.00296743 -0.0308753 -0.00317682 -0.0308903 -0.00312729 -0.0309268 -0.00315489 -0.0309036
32.2013 -0.00323003 -0.0304036 -0.0028664 -0.0304668 -0.00308479 -0.0304413 -0.0030615 -0.0304501 -0.00304436 -0.0303842
32.7249 -0.00306706 -0.0299125 -0.00283523 -0.030022 -0.00293677 -0.0299057 -0.00298455 -0.0299297 -0.0029646 -0.0299119
33.2485 -0.00285218 -0.0295739 -0.00280407 -0.0294216 -0.00285779 -0.0295339 -0.00282952 -0.0295714 -0.00287033 -0.0294627
33.7721 -0.00286241 -0.0290426 -0.00273369 -0.0290143 -0.0027236 -0.0290647 -0.00279378 -0.0290911 -0.00272524 -0.0290364
34.2957 -0.00266193 -0.0287189 -0.00272052 -0.0285515 -0.00272013 -0.0286381 -0.00268692 -0.0286227 -0.00265666 -0.0286047
34.8193 -0.00253189 -0.028424 -0.00264719 -0.0280951 -0.0026159 -0.0282494 -0.00262402 -0.0282088 -0.00256844 -0.028222
35.3429 -0.00264368 -0.0279221 -0.00233805 -0.0277601 -0.00256729 -0.0278307 -0.00257236 -0.027768 -0.00250808 -0.027827
35.8665 -0.00251852 -0.0274786 -0.00247062 -0.027335 -0.0024787 -0.0273883 -0.00250323 -0.0273999 -0.00244213 -0.0274179
36.3901 -0.00237691 -0.0271219 -0.00238043 -0.0269389 -0.00239839 -0.0270649 -0.00241605 -0.0270394 -0.00235418 -0.0270435
36.9137 -0.00237222 -0.026656 -0.00218161 -0.0266315 -0.00243319 -0.02667 -0.00230968 -0.0266691 -0.00227168 -0.0266538
37.4373 -0.00212805 -0.0264297 -0.00227581 -0.0262618 -0.0022754 -0.0262595 -0.00226631 -0.0263145 -0.00219772 -0.0263311
37.9609 -0.00226554 -0.0259355 -0.00213012 -0.0258713 -0.00222044 -0.0259443 -0.00212028 -0.0259502 -0.002172 -0.0259983
38.4845 -0.00208357 -0.0256937 -0.00224139 -0.0255938 -0.00212253 -0.0256369 -0.00218726 -0.025697 -0.00210916 -0.0256535
39.0081 -0.0020434 -0.0254052 -0.00209537 -0.0252068 -0.00209583 -0.025258 -0.00209838 -0.025307 -0.00207911 -0.0253406
39.5317 -0.00199639 -0.0248881 -0.00203651 -0.0250284 -0.00205849 -0.0249517 -0.00204832 -0.0249488 -0.00200004 -0.0249988
40.0553 -0.00198014 -0.0246242 -0.00201815 -0.0247133 -0.00199603 -0.0246692 -0.00199985 -0.0246673 -0.00195851 -0.024692
40.5789 -0.00195221 -0.0242549 -0.00189068 -0.0244242 -0.00200935 -0.0243088 -0.00198309 -0.0243499 -0.00194646 -0.0243221
41.1025 -0.00193546 -0.0240988 -0.00188143 -0.0239805 -0.00185003 -0.024013 -0.00191367 -0.0239866 -0.00187643 -0.024038
41.6261 -0.00190679 -0.0238387 -0.00184761 -0.0237083 -0.00182746 -0.0237994 -0.00181203 -0.0238076 -0.00185098 -0.0237821
42.1497 -0.00191163 -0.0234798 -0.00171392 -0.0234758 -0.00182005 -0.0235044 -0.0017739 -0.0234424 -0.00186652 -0.0234658
42.6733 -0.0017954 -0.0231514 -0.00167413 -0.023161 -0.00183262 -0.0232222 -0.00175561 -0.0231506 -0.00174563 -0.0231608
43.1969 -0.00168686 -0.0228996 -0.00165898 -0.0228871 -0.00173103 -0.0229148 -0.00167499 -0.0229127 -0.00167555 -0.0229092
43.7205 -0.00157109 -0.0228681 -0.00174047 -0.0224736 -0.00161043 -0.0226052 -0.00164362 -0.0225701 -0.0016556 -0.0227152
44.2441 -0.00162514 -0.0223816 -0.00157661 -0.022335 -0.00168155 -0.0223603 -0.00163403 -0.0223694 -0.00158389 -0.0223668
44.7677 -0.00152315 -0.0221725 -0.00162835 -0.0220019 -0.00165458 -0.0220466 -0.00165804 -0.0220989 -0.00155984 -0.0221916
45.2913 -0.0015621 -0.021964 -0.00169608 -0.0217775 -0.00161384 -0.0218108 -0.00155621 -0.0218457 -0.00163148 -0.0219411
45.8149 -0.00142936 -0.0216608 -0.00160159 -0.0215229 -0.00153273 -0.0215897 -0.00154811 -0.0216063 -0.00156611 -0.0216442
46.3385 -0.00151839 -0.021384 -0.00148904 -0.0212662 -0.00147905 -0.0213916 -0.00147081 -0.0213423 -0.00154508 -0.021377
46.8621 -0.00152648 -0.021232 -0.00146722 -0.0210228 -0.00146906 -0.0211492 -0.00143297 -0.0211216 -0.00152189 -0.0211044
47.3857 -0.00138368 -0.0210129 -0.00148095 -0.0208366 -0.00149427 -0.0208049 -0.00148909 -0.0208373 -0.0014152 -0.0209683
47.9093 -0.00136056 -0.0207344 -0.00155159 -0.0206908 -0.0013465 -0.0206409 -0.00141612 -0.020677 -0.0014409 -0.0207248
48.4329 -0.00134347 -0.0204689 -0.0015385 -0.0202826 -0.00140169 -0.0204598 -0.00137708 -0.0204815 -0.00139613 -0.0204147
48.9565 -0.00122924 -0.0202078 -0.00139609 -0.0202952 -0.00133764 -0.020222 -0.00134723 -0.0202032 -0.00132584 -0.0202001
49.4801 -0.00131838 -0.0199295 -0.00126709 -0.0200498 -0.00127172 -0.0200145 -0.00127297 -0.0199911 -0.001289 -0.0199855
50.0037 -0.00130081 -0.0199232 -0.00132754 -0.0197017 -0.0012862 -0.0198162 -0.00126592 -0.0198505 -0.001287 -0.0198531
